raw_text,aspectTerm,predicted_sentiment,inference_time
"Fantastic service by the westin dhaka seasonal tastes staff.foid was great,service was outstanding.nice","service, staff, foid","positive, positive, positive",0.7392237186431885
Superb and delicious food.very have very gorgeous decoration also. We had lunch in here. It was very delicious food.,"food, decoration, lunch","positive, positive, neutral",0.7497153282165527
It was a outstanding lunch at westin dhaka seasonal tastes restaurant.Everythinf was fantastic.excellent.,lunch,positive,0.24450945854187012
"Buffet at Seasonal Taste is delightful. There is a variety of cuisine, highly pleasant for all ages. The place is well maintained and the service is excellent. Would recommend.","Buffet, cuisine, place, service","positive, positive, positive, positive",0.9825670719146729
"Food was great, excellent service. However, the cheese section could have some improvement because the cheese collection was just as ordinary as other hotels.","Food, service, cheese section, cheese collection","positive, positive, negative, negative",0.8560256958007812
"Really good selection of food items! The quality of the food n service is exquisite! A must-try for those who enjoy a refreshing meal to relax in the weekend!! Even though I must admit, I like their breakfast better😜","quality of the food n service, meal","positive, positive",0.4918513298034668
We had a enjoyeble brunch in westin.this restaurant is very well decorated ND very delicious food in here.,"brunch, food, restaurant","positive, positive, positive",0.7455003261566162
The Westin is very charming ND very luxurious hotel in this country. Their have very delicious food in here. We enjoyed our quality time to came here.,food,positive,0.2439713478088379
"I do not usually eat at buffets but Westin taste breakfast I cannot resist. Very good egg station, huge varieties of items, juices, tea and coffee The staff provide good service as well!","buffets, egg station, staff, service, juices, tea, coffee, items","negative, positive, positive, positive, positive, positive, positive, positive",1.9285333156585693
The food was delicious and the service was awesome. I am really a very big fan of westin. Thanks for taking care of us. The kids zone was really wonderful.,"food, service, kids zone","positive, positive, positive",0.7720825672149658
Options to choose from lots of verity. Number of food display table. I liked the Seafood part. Good quality food. Service excellent. Price is on high end.,"Options, food display table, Seafood, food, Service, Price","positive, positive, positive, positive, positive, negative",1.402846336364746
The food is amazing. Specially they have many kinds of food which is most attractive I was enjoying their desert items Thanks service was good and specially rifa. Thank u,"food, service, desert items","positive, positive, positive",0.7259237766265869
Nice food quality Awesome environment And mostly high recommend Wanna come to again and again Thanks rifa..,"food quality, environment","positive, positive",0.48451900482177734
"Service was fantastic, loved their Japanese food section, main courses were ok, not great. Dessert was good, missed their tiramisu..","Service, Japanese food section, main courses, dessert, tiramisu","positive, positive, neutral, positive, positive",1.2242393493652344
"We went there with high hopes and glad it stood up-to our expectations. The restaurant “Seasonal Taste” at The Westin Hotel, Dhaka, offers buffet dinner, which includes variety of food choices including very sumptuous food-items such sushi, steaks, live kitchen for bbq etc. (most probably...More","food-items, sushi, steaks, live kitchen for bbq","positive, positive, positive, positive",0.9824893474578857
"Service is very good.the environment is very nice.some food so so everything was fantastic,excellent.","Service, environment, food","positive, positive, neutral",0.7377357482910156
"Outstanding lunch by westin dhaka,seasonal tastes restaurants associates.Everything was excellent.lovely.",lunch,positive,0.24571824073791504
"Excellent service and dedication. Wide variety in cuisine. I actually noticed the difference in the variety of salads and presentation of foods , desserts and fruits from it was before. Foods tastes great too. Hope to get to see variety in future.","service, cuisine, salads, foods, desserts, fruits","positive, positive, positive, positive, positive, positive",1.4757261276245117
Westin have very delicious food items specially they have a good line of fish items and their dessert items are too good. We enjoyed our evening very much.service is excellent.,"food items, fish items, dessert items, service","positive, positive, positive, positive",0.9647810459136963
"Excellent service and attentive from reception to the waiter. We have great dine here. Restaurant always very clean and food quality is very good. The waiting staff are amazing, always friendly and ahead all my needs......","service, reception, waiter, food quality, waiting staff","positive, positive, positive, positive, positive",1.203775405883789
"Fantastic service, great food! We enjoy this evening very much.their food is awwome nd service is excellent","service, food","positive, positive",0.4856441020965576
Food was pretty good today. There are always a large range of food items. But I feel the quality has deteriorated since that of several years ago. Nonetheless service is still great,"Food, service, food items, quality","negative, positive, positive, negative",0.850813627243042
In Westin there have very different type of delicious food .their sea food fish nd main dish is also very good.we love their dessert collection too.,"food, sea food fish, main dish, dessert collection","positive, positive, positive, positive",0.9685673713684082
Had a great time together with my family in seasonal taste.Everyone will enjoy it for sure.Hope everyone will like this place as i did.,noaspectterm,neutral,0.2530488967895508
We had a great time to came here.their food is very tasty that's why we came here regular.their sea food fish and meat is very authentic and dessert is also very delicious too.we had enjoyed this moment.,"food, sea food fish, meat, dessert","positive, positive, positive, positive",0.9913928508758545
We had a great time in westin. Their have very authentic food in here.their dessert nd main dishes all are very delicious.,"food, dessert, main dishes","positive, positive, positive",0.7441282272338867
Amazing environment to get together and have a meal. Their service is very amazed . Dessert is very tasty in this restaurant,"environment, service, dessert, meal","positive, positive, positive, positive",1.0106456279754639
Westin provides very authentic food nd delicious food also.we came in Thai festival in westin.their have very delicious food nd well decorated environment.,"food, food, environment","positive, positive, positive",0.7321243286132812
"Excellent breakfast with a service with a smile. The staff anticipate your needs and it is a pleasant experience. The choices are across Arabian, South Indian and continental cuisine. There is a good selection of healthy options as well as for people with diet restrictions....More","staff, service, breakfast, choices, continental cuisine, Arabian, South Indian, healthy options, diet restrictions","positive, positive, positive, positive, positive, positive, positive, positive, neutral",2.22080397605896
Food quality and taste was good. Beside their internal decorations and environment was extremely fine.,"Food quality, taste, decorations, environment","positive, positive, positive, positive",0.973731279373169
Great service by the Westin dhaka buffet restaurant staff.Food was excellent.Specially the grilled food was great.,"service, Food, grilled food","positive, positive, positive",0.7284574508666992
The food and service quality is very good .we feel very good came to here.food is very tasty and service is excellent.,"food, service quality","positive, positive",0.48489904403686523
We come in first time in this restaurant. All food are very different and tasty. Every single item very testy.We enjoyed every items.,"food, items","positive, positive",0.5081338882446289
"Outstanding dinner at seasonal tastes restaurant.Service was excellent,environment eas awosom.lovely.","Service, environment, dinner","positive, positive, positive",0.7503578662872314
"The service, food, ambiance and specially the people working here at the Hotel are great and amazing. Thank you for welcoming us.","service, food, ambiance, people","positive, positive, positive, positive",0.9981911182403564
"Really very good food. It was a great family get together. We just loved the masala tea. And rasgulla. Service was excellent and so natural, really enjoyed.","food, masala tea, rasgulla, Service","positive, positive, positive, positive",0.9958627223968506
"Dinner food was so delicious and environment and service person Mr.Al-amin was excellent, his behaviors was good.","Dinner food, environment, service person","positive, positive, positive",0.7220098972320557
"I just fall in love with their sweet item called ""baklava"" this dasert made my face mouth watering... 🤗 As a first tym visitor I love their food","baklava, food, dessert","positive, positive, positive",0.7157108783721924
One of the best food they offer us.. all the item is so delicious.. today their theme night is on. . Sea food theme night .. I also love their desert item.. specially the cake items.. so lovely.,"food, item, cake items, Sea food theme night","positive, positive, positive, positive",0.9690077304840088
Iam surprised to came here.Every single food item is very taste and delicious.Almost item are very different delicious.we enjoyed al most item.Hope we come again.,food item,positive,0.24250149726867676
"Awsome food quality, service also great specially sagor and al amin was brilliant I have never seen before like this hospitality...it is best place to take your meal with family","food quality, service, meal","positive, positive, positive",0.7246177196502686
"Food was awesome,brilliant service from sagor & Al amin,I have never seen before like this hospitality, keep it up..overal 10 out of 10","Food, service","positive, positive",0.4916572570800781
Aamzing collection of food. Great ambience and hospitable staffs. Even in buffet they serve most dishes on your table as per request :),"collection of food, ambience, staffs, dishes, table","positive, positive, positive, positive, positive",1.2148046493530273
Seasonal tastes restaurant food was best in Dhaka city.service was outstanding .specially the grilled item was excellent.,"Seasonal tastes restaurant food, service, grilled item","positive, positive, positive",0.7400193214416504
Westin dhaka seasonal tastes restaurant lunch was best in dhaka city.Everything was excellent.wonderful.,lunch,positive,0.24083471298217773
"I stayed at the Westin for 10 days and never got bored with breakfast. Seasonal Tastes has a wonderful selection of food options from around the world, as well as incredibly friendly and service-oriented staff. Highly recommend!","food options, staff, breakfast","positive, positive, positive",0.7259585857391357
"When I entered the hotel ,its make me astonished... It's really nice place for couple .. i am really happy to get that place to bring my wife and having wonderful launch.. the food is really delicious and service is awsome","place, food, service, launch","positive, positive, positive, positive",0.9864730834960938
Always good to be here. The environment is so Relaxing and their food & service is always top notch as usual.,"environment, food, service","positive, positive, positive",0.7331855297088623
Nice environment place and good quality food or services.. We r astonished from there cause by they r opend new appayan centre is paan masala..that was fabulous. I ll never forget there delicious dessert..,"environment, food, services, dessert, pan masala","positive, positive, positive, positive, positive",1.235347032546997
Great items. Worthy of price.but food quality and service is really very good .we are feeling very good to came here .@sagor is very good server.this resturent is very good for quality time .,"food quality, service, server","positive, positive, positive",0.7305068969726562
Very pleased with the consistent service and the excellent food. This location never seizes to amaze.,"service, food","positive, positive",0.5300402641296387
"Great spread for lunch. Across local, international and even sushi as well!! The mangoes were brilliant and so were the deserts","spread, mangoes, deserts, lunch","positive, positive, positive, positive",0.9959611892700195
"If I intend to have a delicious gourmet buffet, I always book my table at ST, next would be Latest Recipe at Le Meridian. Surely, in terms of menu, taste and ambiance ST is unbeatable at Dhaka. Though hard on your wallet, B1G1 offers are...More","menu, taste, ambiance","positive, positive, positive",0.755500078201294
Wow..What An amazing lunch experience we just had in Tastes restaurant. Their food and service is just top of anything. Restaurant ambiance is great for family and service staff were very much helpful and experienced. Thanks Westin Dhaka for making our day👍,"food, service, ambiance, staff","positive, positive, positive, positive",0.9673309326171875
"We always go out to dine at this places & normally more than couple of times during the Ramadhan for Iftaar. It’s always nice to have meal over at Taste. Such a wide variety of food is served, really difficult to choose.","meal, food, served","positive, positive, positive",0.7275521755218506
All the foods were fresh and tasty. Very good quality and awesome taste I think I’ll come here again and again Thanks,"foods, quality, taste","positive, positive, positive",0.7843120098114014
Thank you for service. Tasty food Happy spending time Lovely environment Wanna came here again Thanks westin,"service, food, environment","positive, positive, positive",0.7491559982299805
The food was excellent and desserts were delicious. Wish to come again in next Ramadan. Thanks rifa Mahbub GM X Index Group,"food, desserts","positive, positive",0.5110988616943359
Food here is very good... Best for its price.... Good environment Getting Nice behaviour from all And sweets are very tasty Thanks,"Food, price, environment, sweets, behaviour","positive, positive, positive, positive, positive",1.2270221710205078
This place has a wonderfull environment. There is a wide variety of choices to choose from and the food is very good...,"environment, food, choices","positive, positive, positive",0.7321128845214844
Awesome food as always Specially Nehari i like this most They have many items here. Amazing arrangement thanks,"food, Nehari","positive, positive",0.49433350563049316
city best iftar item lovely environment specifically malai tea Turkish sweets are awesome .. good service as well thanks,"city, iftar item, environment, malai tea, Turkish sweets, service","positive, positive, positive, positive, positive, positive",1.467763900756836
This is a restaurant located on 2nd floor of hotel Westin in Dhaka. The decor is unusual and food variety is awesome. The buffet is worth a try and is priced reasonably. The choices are ample and the staff is efficient. Overall a trip worth...More,"decor, buffet, food variety, staff, priced","positive, positive, positive, positive, positive",1.1960783004760742
I think that is the best iftar I ever had Food is awesome but service not good They are little bit rude,"Food, service","positive, negative",0.4477272033691406
Baby sitter room must be needed They don’t have any baby feeding room I m just disappointed for that Really its not expecting from westin dhaka,"baby sitter room, baby feeding room","negative, negative",0.36394762992858887
It was an wonderful experience having a family ifter... food was delicious.. service was ok compared with a huge crowd situation .. I will recommend others to join ifter in the coming days . Thanks Rifa for being us very nicely,"food, service, ifter","positive, neutral, positive",0.7336142063140869
Best iftar in Dhaka city Seasonal taste is best in all foods. Thay have asian amarican food also Btw today we were having iftar here it was nice,"foods, iftar","positive, positive",0.4789440631866455
"Been coming to their Iftar/dinner for the past few years-hasn't let me down even once! Consistent quality, taste and service!","Iftar/dinner, quality, taste, service","positive, positive, positive, positive",0.9921362400054932
The iftaar buffet was elaborate and delicious. Loved it. Thanks westin dhaka for making this type of restaurant Great iftar experience,iftar buffet,positive,0.24078941345214844
We came here for having iftar They are always best in food and services Lovely environment and lovely people thank u,"food, services, environment, people","positive, positive, positive, positive",0.9744422435760498
They are always best in food Awesome Iftar I ever had but today we didn’t getting the service which one we were expecting from them Anyway I think service should be more good like a 5 star thank you,"food, service","positive, negative",0.4263186454772949
It is one of the best experiences i have had in bangladesh. Love the food and the ambience. Definately will come back again.,"food, ambience","positive, positive",0.504533052444458
I have always enjoyed the Iftar at the Seasonal Taste. Wide range of culinary delights. Good food! Great staff!,"food, staff, culinary delights","positive, positive, positive",0.7196340560913086
Best iftar items Food quality is best Lovely service And lovely decoration Thanks westin dhaka And thanks to seasonal taste,"Food quality, service, decoration","positive, positive, positive",0.7362606525421143
Best food Best quality Good environment Lovely place Awesome service Thanks Westin dhaka for making THIS type of restaurant,"food, quality, environment, service","positive, positive, positive, positive",0.9697010517120361
Foods are very much testy. But there is an option to improve arrangement of foods along with foods of live station.,"Foods, foods of live station","neutral, positive",0.49007177352905273
Too much tasty food and different food I m just confused what should i first having T Lovely envoronment,"food, food","positive, positive",0.503319501876831
"Food quality , variation & taste is very good. Service & decoration excellent... awesome decoration lovely place thanks rifa","Food quality , variation , taste, Service , decoration","positive, positive, positive, positive, positive",1.2166557312011719
Best taste Awesome and ymmumy food Love their behaviour And awesome environment Wanna come here again,"food, behaviour, environment","positive, positive, positive",0.7264370918273926
"I had been to their restaurant during their iftar, to try on different varieties of it but unfortunately i felt like I was kinda overlooked... I mean i am a non-muslim and went to try out something new, to enjoy the ambience of it. Well...More",ambience,positive,0.2529022693634033
"Most of the dishes are really tasty and healthy, beautifully presented and decorated. The salad bar is unique, the Sushi bar needs improvements, the Haleem needs some improvement, awesome dessert menue great Tandoori Roti and Chicken, superb lamb leg rost.Great ambience very friendly female hosts...More","dishes, salad bar, Sushi bar, Haleem, dessert menue, Tandoori Roti and Chicken, lamb leg rost, ambience, hosts","positive, positive, negative, negative, positive, positive, positive, positive, positive",2.0751209259033203
Best buffet resturent Lovely environment Awesome service And nice place Hope will come here agani Thanks,"buffet, environment, service, place","positive, positive, positive, positive",0.9728784561157227
We really enjoyed here We come here to having iftar They are awesome in every food Thanks for making awesomeness for us,food,positive,0.23995733261108398
Good varied menu. Excellent service. Everyone very attentive. Good afternoon idea to introduce lactose free tea. So I requested to Rifa please inform your manager for take some steps about lactose free tea thanks,"menu, service, lactose free tea, manager","positive, positive, neutral, neutral",0.966278076171875
Good place and good food. Good range of foods available. Awesome food tast Nice decorations And very good service,"food, foods, decorations, service","positive, positive, positive, positive",0.9686431884765625
Excellent food for ifter and dinner. Items are very good. Each items are extremely delicious. The juices are very refreshing. The place is very cozy.,"food, items, juices, place","positive, positive, positive, positive",0.969310998916626
First of all I Love there decorations Awesome food specially Arabian kabab muttun halim this was great and surprising Hilsa fish Thanks Westin dhaka thanks rifa,"decorations, food, Arabian kabab muttun halim, Hilsa fish","positive, positive, positive, positive",0.9660379886627197
"Excellent arrangement by the authority & nee chef, special acknowledgement for your vibrant team who attended each customer with utmost care. Lovely ambience with scrumptious food! Thanks rifa for attending us","chef, ambience, food","positive, positive, positive",0.7297360897064209
It was good. But could have increased the number of dishes. There was not a good number of variety to go with. But overall it was good.,"dishes, variety","negative, negative",0.37475085258483887
Best Indian food And others food like ASIAN Americans bangali foods are also very tasty Thanks to westin Dhaka,"Indian food, foods","positive, positive",0.48740482330322266
Great food.. specially their desert section is best in the city. totally a value for money for me. people must try..,"food, desert section","positive, positive",0.4863102436065674
Today we having Iftar here The world best food item Love there Iftar item Good service Awesome decoration,"food item, service, decoration, Iftar","positive, positive, positive, positive",0.9884130954742432
it was a great hangout at the restaurant..a bid spread. and really friendly behaviour of the service personel. we really enjoyed it.. thank you westin ..,"service personel, spread","positive, positive",0.506669282913208
It was a great experience ideed. Foods and environment was outstanding. I must appreciate the entire setup. Cheers..,"Foods, environment","positive, positive",0.4870166778564453
Just love their foods always Seriously they know about the magic of taste All kinds of food made here Thanks Westin to making this type of restaurant Thanks rifa for make us feel special,foods,positive,0.24254417419433594
Best buffet restaurant in dhaka city Awesome Indian food Sweets are also very good Fantastic service Thanks westin and Rifa is very helpful . Thank you,"Indian food, service, sweets","positive, positive, positive",0.7184796333312988
Food full of flavour and the BEST desserts in Dhaka. The grill corner is my personal favourite - I never miss the sea food grill there. The Mango cheesecake has also been one of the best desserts that I have tried.,"Food, desserts, sea food grill, Mango cheesecake","positive, positive, positive, positive",0.9608612060546875
They are always famous for tasty and yummy food.. They make Indian Asian American and Bangladeshi food also Love their good service Love their environment. And specially Rifat is very good she is attentive.. And careful. Thanks,"food, service, environment","positive, positive, positive",0.7279806137084961
It’s a very nice place. Foods are good. Shushi and salads are yummy. I liked their desrets too much. Environment is good. Service is good.,"Foods, salads, desrets, Environment, Service","positive, positive, positive, positive, positive",1.2269799709320068
Everything is good .Their food is too good . Best buffet restaurant in Dhaka city Today we reserve a party in this restaurant they made excellent food for us And service r too good,"food, service, buffet","positive, positive, positive",0.73616623878479
we are coming here to spending a good time.. we all feel very satisfied here allover is very good like food service all things love their environment thanks.rifa ro much friendly behavior. I like it....,"food, service, environment","positive, positive, positive",0.75341796875
"All items are good, fresh , healthy,and teasty I really appreciate to seasonal taste for best food forever Asian all typs of food available here Thanks","food, Asian food","positive, positive",0.49472999572753906
Good Buffet restaurant Best food Spending a awesome time here with my family Love their service Thanks to westin,"food, service, Buffet","positive, positive, positive",0.727074146270752
Thw food served was amazing with the ambience followed. The service given by the employees are 10/10. Made a prefect choice taking seasonal taste. The food : 10/10,"food, ambience, service, food","positive, positive, positive, positive",0.9533665180206299
I really like the food taste and quality. Moreover the ambience is wonderful. But it would be great if you could bring variation in sushi menu like baked ot torched.,"food taste, quality, ambience, sushi menu, baked ot torched","positive, positive, positive, negative, positive",1.1644058227539062
It was a pleaser to do dinner at western. The food quality was very good and Unique and environment was awesome specialy service was good,"food quality, dinner, service, environment","positive, positive, positive, positive",0.9648005962371826
"Nice buffet at westin dhaka seasonal tastes restaurant.everything was excellent.service,food,embience excellent","buffet, service, food, embience","positive, positive, positive, positive",0.9801473617553711
I had the lunch buffet and there was and abundance of choice. From Bangladeshi cuisine to sushi and most of it is pretty authentic. The salad bar is amazing and not a typical salad bar at all. But the desserts are truly the best. As...More,"lunch buffet, Bangladeshi cuisine, sushi, salad bar, desserts","positive, positive, positive, positive, positive",1.208777904510498
They are famous always for the best buffet food in Dhaka city They seriously made the awesome food as well Good service and environment,"buffet food, service, environment, food","positive, positive, positive, positive",0.9611830711364746
"The best restaurant is seasonal taste I visit here .Very nice place of Dhaka city .there food are just too yummy specially beef steak,Indian food all,and dessert also.they are so kind and celebrated my husbands birthday ,also very helpful Mim because she kept my baby...More","food, beef steak, Indian food, dessert","positive, positive, positive, positive",0.9573965072631836
I m just surprised that it was my birthday and they didn't know after that knowing wish me greatfully.i m just amazed about their services and food quality with good taste.and very glad to came here it was brunch section. We got some people there...More,"services, food quality, taste, brunch section","positive, positive, positive, neutral",0.972414493560791
Especially i want to say here's Beef steak was so much yummy i just like it.All food also gd taste by i just love their steak 😘.there sweet item collection is huge.they are service also friendly and caring.Mim and Arif just helped us to get...More,"food, Beef steak, sweet item collection, service","positive, positive, positive, positive",0.9670169353485107
We are really greatful came here to eat .it was branch section and they have more n more new food item.we took also their live food galaxy.this was awesome really.there environment and services also most precious their team especially Mim is so friendly.we loved to...More,"food, food item, live food galaxy, environment, services","positive, positive, positive, positive, positive",1.2415008544921875
"I visited more hotel in bd, bt i think the westin Dhaka is the best hotel in our country. I m so much glad to came here basically breakfast time the reason of here environment nd services is very good and caring.i just loved this...More","breakfast, environment, services","positive, positive, positive",0.7270092964172363
"It was lunch time & we rushed here for buffet lunch & really its excellent. Nice environment, healthy foods with lots variety, well mannered stuffs. If you like to get the international standard I recommend this place.","lunch, buffet lunch, foods, environment, stuffs","neutral, positive, positive, positive, positive",1.2157068252563477
Seasonal taste is the best buffet resturant They have japanees indian and amarican also love their food Thanks,food,positive,0.2423393726348877
"Nice environment is seasonal taste restaurant in Westin Dhaka.and also we get great service .and they are all good behavior person .Sumona,Mim, was given friendly attitude nd also gd caring services..just loved there food.so much yummy nd tasty.i m just liked there delicious ice cream...More","environment, taste, food, ice cream, service, person","positive, positive, positive, positive, positive, positive",1.4761033058166504
World Best good Making here NOW they promoting turkish sweet That was awesome sweet Very healthy food And good place,"food, sweet, place","positive, positive, positive",0.76017165184021
Seasonal taste is my favourite place.. max time I visit here they serving awesome food always. Love their sweets and juices also. Thanks Westin dhaka for made this type of restaurant,"food, sweets, juices","positive, positive, positive",0.7519826889038086
The Lunch buffet was excellent with plenty of variety and selection of food from appetizers to desert. Service was great as always.,"Lunch buffet, appetizers, Service, food, desert","positive, positive, positive, positive, positive",1.216698169708252
Extraordinary food Good service Too much enjoying time Best buffet restaurant Love westin Seanal taste best,"food, service, buffet","positive, positive, positive",0.732297420501709
"The Seasonal Tastes provides an excellent dining experience. The food was very good, appealing to a variety of appetites.","food, dining experience","positive, positive",0.4810678958892822
It was very nice exprience.food was very tasty and all the food was very fresh and the service was good all the associate was very friendly and polite with positibe energy all of them were very good at what they did forgot the name though....More,"food, service, associate","positive, positive, positive",0.7445993423461914
"Seasonal taste is really a great restaurant in whole dhaka city Its provide different types of food like Asian,Indian American and so on. Love their food and service","food, service","positive, positive",0.4788551330566406
They made world best tasty food Today I satisfy with my lunch Thanks Westin Dhaka for make this type restaurant love thm,"food, lunch","positive, positive",0.4905261993408203
Good food and great service. Best buffet restaurant in DHAKA city. Thank to Westin for giving us this type of restaurant,"food, service, buffet","positive, positive, positive",0.7338418960571289
"Employees are friendly, breakfast is good , room service is nice ! The hotel is located in a Gulshan area .","Employees, breakfast, room service","positive, positive, positive",0.7344365119934082
my experience has always been excellent. the people working at westin are superb. very kind polite generous amazing service. great food ambiance. i simply love this place the people. fishing the people and the hotel all the best,"people, service, food, ambiance, people","positive, positive, positive, positive, positive",1.2309174537658691
First of all good environment for businesses metting. Food quality is good enough and the specially the ghurer rosmalai taste is so awesome.,"environment, food quality, ghurer rosmalai","positive, positive, positive",0.7287139892578125
Foods are so yummy specially the gurer rosh malai (kind of snack). Atmosphere is also very nice. Recommended. They give awesome service specially Hamid..,"Foods, gurer rosh malai, atmosphere, service","positive, positive, positive, positive",0.9834346771240234
Seasonal taste is the best buffet restaurant in Dhaka city. Many type of food decorate here They give us always best service specially Hamid(I’d-9442) he is best and very attentive. And Rifa is also very well mannered . Thanks,"food, service, buffet","positive, positive, positive",0.7243461608886719
"It’s a great place for buffet meals wide array of itemsse veg by attentive chefs and waiting staf. A goood mix of Western, Orientaland local cuisine. It’s expensive though.","buffet meals, items, chefs, waiting staf, cuisine","positive, positive, positive, positive, positive",1.2127697467803955
They made awesome food and many kinds of food like Asian Americans and Indian. They provide very also good sweets..,"food, sweets","positive, positive",0.4861328601837158
I just want say that seasonal' taste is the best buffet Restaurant in dhaka city. Love their many kind of food. And they are giving awesome service,"food, service, buffet","positive, positive, positive",0.7532408237457275
"So we had brunch today me and my wife. Food was really fresh with so many added items. Baby chicken with mushroom sauce was so much yummy. Desserts specially golab jamun was best in the town. Stir fry, green curry rice, saffron polao, rib eye...More","Food, baby chicken with mushroom sauce, desserts, golab jamun, stir fry, green curry rice, saffron polao, rib eye","positive, positive, positive, positive, positive, positive, positive, positive",1.9788060188293457
Nice place the westin dhaka.everything was nice service was excellent.everything was execellent.lovely.,service,positive,0.24399232864379883
It’s a very nice place. Local foods are delicious. I liked stir fries a lot. They have a very option of food. People are friendly.,"food, stir fries","positive, positive",0.47781872749328613
We are treated so nicely. Environment is good. People are co-operative. Foods are really good. I would love to come here again.,"Environment, Foods","positive, positive",0.47892308235168457
They have done a very good preparation for womens day. Foods are specially made for us. Deserts are delicious. I enjoy it alot.,"Foods, Deserts","positive, positive",0.4786508083343506
It is really good to be here. People are friendly. service is really good. Bangladeshi food are really good.,"service, Bangladeshi food","positive, positive",0.47892284393310547
"Foods are really good. People are friendly. I like shushi,tempura,grilled food. Deserts are deliciou. I would love to come here again.","Foods, Deserts, shushi,tempura,grilled food","positive, positive, positive, positive, positive",1.2011795043945312
Food of the Taste Buffet Restaurant was yammy. Specially beef steak and bbq was excellent. I quit often visit this restaurant. The cook of the restaurant deserve credit.,"Food, beef steak, bbq","positive, positive, positive",0.74700927734375
"Westin Dhaka buffet restaurant service,food,embience was best in Dhaka city.everything was very nice.","service,food,embience","positive, positive, positive",0.7343971729278564
Westin Dhaka buffet restaurant was very nice.we enjoyed very much with my family.everything was outstanding.,buffet restaurant,positive,0.24007725715637207
Nice dinner at Weston Dhaka seasonal tastes restaurant.Staff are very friendly.They always suggest about their new food.,"Staff, food","positive, neutral",0.4816596508026123
"Everything was outstanding. Their service, food, embience, behaviour staff friendless everything was outstanding.","service, food, embience, staff","positive, positive, positive, positive",0.9843192100524902
"Nice environment,nice food excellent service.live counter was fantastic.everything was great.outstanding.","environment, food, service, counter","positive, positive, positive, positive",0.9940922260284424
Food & service is really awesome! We enjoyed a lot ! Specially japanies food ! Ambiance also !lovely.,"Food, service, japanies food, Ambiance","positive, positive, positive, positive",1.0186882019042969
Excellent service from Mr Mahfuz and team the food was very tasty the service was of top notch and the place was very clean,"service, food, place","positive, positive, positive",0.7236466407775879
Taste and quality of the food is very nice. Each and every item tasted very good. All the items were too fresh I must mention that. And the deserts is too awesome. Last but not the least the ambience of the restaurant is very nice.,"Taste, quality, food, deserts, ambience","positive, positive, positive, positive, positive",1.2231080532073975
Food was good and service was commendable.Embience was fantastic. Fuchka was nice and dessert was excellent.,"Food, service, embience, Fuchka, dessert","positive, positive, positive, positive, positive",1.2286558151245117
Brunch was outstanding.Specially the fish item was excellent.Service was fantastic.Overall excellent.,"Brunch, fish item, Service","positive, positive, positive",0.7270193099975586
Nice place to have lunch at Westin Dhaka seasonal tastes restaurant.It was a nice experience with my family.,lunch,positive,0.2390131950378418
Nice environment.Service was excellent.Food was outstanding .Specially the dessert was excellent.overall excellent.,"environment, Service, Food, dessert","positive, positive, positive, positive",0.972212553024292
It was a best brunch in dhaka city.There was so many variation of food.Service was excellent.specially the fuschka was nice.,"brunch, food, service, fuschka","positive, positive, positive, positive",0.9665267467498779
Had the best birthday celebration ever. The food and environment was really good and the birthday celebration done by the westin team was awesome!!!,"food, environment, birthday celebration","positive, positive, positive",0.7214236259460449
It’s a very nice place. stir fries are good. people are friendly. environment is friendly. Local desert are tasty. I like their shushi.,"stir fries, people, environment, shushi, Local desert","positive, positive, positive, positive, positive",1.210193157196045
Sudden plan to have lunch at Westin buffet. The ambience is good with a wide variety of dishes. Their Japanese options as well as bbq corner are my favorites. Their dessert options are just superb and sweet and succulent. Overall good experience and with the...More,"ambience, dishes, Japanese options, bbq corner, dessert options","positive, positive, positive, positive, positive",1.2200050354003906
Food was amazing 😉. Service was great 👍. The ambiance was nice and so the staff but there wasn’t much variety for the entree selection,"Food, Service, ambiance, staff, entree selection","positive, positive, positive, positive, negative",1.140291452407837
Westin food was excellent.service was fantastic.and staff are very friendly with us.They always suggest about their food.,"food, service, staff","positive, positive, positive",0.7248167991638184
Outstanding dinner at westin dhaka.Service was excellent.Food was nice.environment was charming.lively.,"Service, Food, environment, dinner","positive, positive, positive, positive",0.9725809097290039
"Simply fantastic! From sushi to sashimi to live grill station to huge Bangladeshi offerings, salad station, gourmet soup corner to enormous dessert cart! Great taste all around! Will definitely return.","sushi, sashimi, live grill station, Bangladeshi offerings, salad station, gourmet soup corner, dessert cart","positive, positive, positive, positive, positive, positive, positive",1.7617697715759277
It was a excellent lunchat westin dhaka buffet restaurant.Food was wonderful.service was outstanding.,"lunch, Food, service","positive, positive, positive",0.7284269332885742
Came with my fimily for dinner. All the food were very delicious and staffs are very friendly. Had a wonderful time here. Would highly recomend.,"food, staffs, dinner","positive, positive, neutral",0.7412784099578857
Today’s food selection was very good.some new dishes also available so overall it was fantastic today.,"food selection, dishes","positive, positive",0.48304271697998047
"For around 5.5k bdt per person, the restaurant had quite a lot to offer. Seafood and the Desserts were particular highlights of my visit.","Seafood, Desserts","positive, positive",0.49269819259643555
Seasonal tastes restaurant nice view.but service was not good.and I came my family purpose.but food quality very bad.i will not come in this place,"service, view, food quality","negative, positive, negative",0.6175072193145752
Very very nice and tranquil environment!!! Food is very good!! My 6yrs old daughter liked it a lot! Well done! Rifa!,"environment, Food","positive, positive",0.4963843822479248
